ID,Reference,Journal,Year,Main Author,Country,latitude,longitude,OrganicCarbonClassification,controlmean,controlsd,treatmentmean,treatmentsd,controln,treatmentn,Notillageyears,fertilize kgN/ha,monoculture,Layer,layer,Altitude-m,MAT°C,MAP mm,BD,soil types,pH,Texture
417,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,POC,0.34,0.062407565,0.29,0.076005205,4,4,40,67,Yes,20-40,Sub,113,15.6,1300,1.779999971,"fine-silty,
mixed, thermic Ultic Hapludalfs",6,loam
418,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,POC,0.12,0.022026199,0.06,0.015725215,4,4,40,67,Yes,40-60,Sub,113,15.6,1300,1.840000033,"fine-silty,
mixed, thermic Ultic Hapludalfs",6,clayloam
419,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,SOC,9.78,1.657726253,12.98,2.733723938,4,4,40,67,Yes,0-20,Top,113,15.6,1300,1.659999967,"fine-silty,
mixed, thermic Ultic Hapludalfs",5.900000095,loam
420,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,SOC,6.44,1.091590702,6.2,1.305784932,4,4,40,67,Yes,0-20,Top,113,15.6,1300,1.659999967,"fine-silty,
mixed, thermic Ultic Hapludalfs",5.900000095,loam
421,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,SOC,4.13,0.700041863,3.59,0.756091598,4,4,40,67,Yes,20-40,Sub,113,15.6,1300,1.779999971,"fine-silty,
mixed, thermic Ultic Hapludalfs",6,loam
422,Winter wheat cover crop increased subsoil organic carbon in a long-term cotton cropping system in Tennessee,Soil and Tillage Research,2022,Rounak Patra,USA,35.61666667,-88.83333333,SOC,2.37,0.401718939,2.36,0.497040716,4,4,40,67,Yes,40-60,Sub,113,15.6,1300,1.840000033,"fine-silty,
mixed, thermic Ultic Hapludalfs",6,clayloam
423,"Soil fertility, physical and chemical organic matter fractions, natural 13C and 15N abundance in biogenic and physicogenic aggregates in areas under different land use systems",Soil Research,2014,Arcângelo Loss,Brazil,-26.24536111,-53.17222222,MAOC,15.12,3.608561616,20.91,4.969077191,4,4,15,,Yes,0-20,Top,753,17.70833325,2006,1.99000001,Alfisol,6.25,clay
424,"Soil fertility, physical and chemical organic matter fractions, natural 13C and 15N abundance in biogenic and physicogenic aggregates in areas under different land use systems",Soil Research,2014,Arcângelo Loss,Brazil,-26.24536111,-53.17222222,MAOC,15.22,3.632427764,18.55,4.408243993,4,4,15,,Yes,0-20,Top,753,17.70833325,2006,1.99000001,Alfisol,5.69,clay
425,"Soil fertility, physical and chemical organic matter fractions, natural 13C and 15N abundance in biogenic and physicogenic aggregates in areas under different land use systems",Soil Research,2014,Arcângelo Loss,Brazil,-26.24536111,-53.17222222,POC,3.2,0.587365317,4.38,1.14794068,4,4,15,,Yes,0-20,Top,753,17.70833325,2006,1.99000001,Alfisol,6.25,clay
426,"Soil fertility, physical and chemical organic matter fractions, natural 13C and 15N abundance in biogenic and physicogenic aggregates in areas under different land use systems",Soil Research,2014,Arcângelo Loss,Brazil,-26.24536111,-53.17222222,POC,2.88,0.528628785,3.74,0.980205055,4,4,15,,Yes,0-20,Top,753,17.70833325,2006,1.99000001,Alfisol,5.69,clay
427,"Soil fertility, physical and chemical organic matter fractions, natural 13C and 16N abundance in biogenic and physicogenic aggregates in areas under different land use systems",Soil Research,2014,Arcângelo Loss,Brazil,-26.24536111,-53.17222222,SOC,18.32,3.105270445,24.65,5.191548157,4,4,15,,Yes,0-20,Top,753,17.70833325,2006,1.99000001,Alfisol,6.25,clay
428,"Soil fertility, physical and chemical organic matter fractions, natural 13C and 17N abundance in biogenic and physicogenic aggregates in areas under different land use systems",Soil Research,2014,Arcângelo Loss,Brazil,-26.24536111,-53.17222222,SOC,18.1,3.067980079,22.29,4.694507441,4,4,15,,Yes,0-20,Top,753,17.70833325,2006,1.99000001,Alfisol,5.69,clay
429,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,20.8,4.964158837,25.01,5.943406052,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
430,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,21.36,5.097809267,22.54,5.356432323,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
431,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,20.02,4.778002881,18.11,4.303681871,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
432,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,14.86,3.546509631,12.79,3.039430764,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
433,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,12.53,2.990428376,14.96,3.555112137,3,3,13,158.25,No,20-40,Sub,232,1.5,530,1.2,典型黑土,6.400000095,loam
434,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,12.17,2.904510243,13.97,3.319847363,3,3,13,158.25,No,40-60,Sub,232,1.5,530,1.2,典型黑土,6.599999905,loam
435,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,8.99,2.145566728,12.47,2.963385584,3,3,13,158.25,No,60-80,Sub,232,1.5,530,,典型黑土,6.800000191,loam
436,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,MAOC,9.9,2.362748677,7.03,1.670617535,3,3,13,158.25,No,80-100,Sub,232,1.5,530,,典型黑土,6.900000095,loam
437,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,5.48,1.005863105,9.24,2.421683078,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
438,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,2.22,0.407484688,3.76,0.985446793,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
439,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,2.52,0.462550187,1.93,0.505827742,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
440,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,1.37,0.251465776,1.52,0.398372108,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
441,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,1.12,0.205577861,1.39,0.364300809,3,3,13,158.25,No,20-40,Sub,232,1.5,530,1.2,典型黑土,6.400000095,loam
442,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,0.89,0.163360979,2.61,0.684046843,3,3,13,158.25,No,40-60,Sub,232,1.5,530,1.2,典型黑土,6.599999905,loam
443,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,0.65,0.11930858,2.18,0.571349471,3,3,13,158.25,No,60-80,Sub,232,1.5,530,,典型黑土,6.800000191,loam
444,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,POC,1.04,0.190893728,1.62,0.424580799,3,3,13,158.25,No,80-100,Sub,232,1.5,530,,典型黑土,6.900000095,loam
445,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,23.81201044,1.253263708,33.8381201,4.386422977,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
446,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,22.66318538,2.088772846,29.34725849,0.939947781,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
447,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,21.30548303,2.193211488,23.81201044,1.462140992,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
448,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,17.33681462,1.984334204,16.50130548,4.07310705,3,3,13,158.25,No,0-20,Top,232,1.5,530,1.3,典型黑土,6.199999809,loam
449,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,13.15926893,1.148825065,15.14360313,2.506527415,3,3,13,158.25,No,20-40,Sub,232,1.5,530,1.2,典型黑土,6.400000095,loam
450,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,11.90600522,1.566579634,13.5770235,1.879895561,3,3,13,158.25,No,40-60,Sub,232,1.5,530,1.2,典型黑土,6.599999905,loam
451,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,10.8616188,2.7154047,14.83028721,0.731070496,3,3,13,158.25,No,60-80,Sub,232,1.5,530,,典型黑土,6.800000191,loam
452,长期保护性耕作对坡耕地黑土有机碳组分的影响,农 业 工 程 学 报,2023,朱 勇,CHINA,47.35470833,126.8323417,SOC,10.75718016,1.462140992,8.877284595,1.566579634,3,3,13,158.25,No,80-100,Sub,232,1.5,530,,典型黑土,6.900000095,loam
453,No-tillage promotes C accumulation in soil and a slight increase in yield stability and profitability of rice in subtropical lowland ecosystems,Soil Research,2022,Filipe Selau Carlos,Brazil,-29.95055556,-51.08388889,MAOC,5.377095087,1.283305485,6.256983374,1.486916947,3,3,24,129,Yes,0-20,Top,7,18.4,1412,1.789999962,,6.2,sandyloam
454,No-tillage promotes C accumulation in soil and a slight increase in yield stability and profitability of rice in subtropical lowland ecosystems,Soil Research,2022,Filipe Selau Carlos,Brazil,-29.95055556,-51.08388889,POC,1.13128494,0.20764923,1.50837992,0.395326637,3,3,24,129,Yes,0-20,Top,7,18.4,1412,1.789999962,,6.2,sandyloam
455,No-tillage promotes C accumulation in soil and a slight increase in yield stability and profitability of rice in subtropical lowland ecosystems,Soil Research,2022,Filipe Selau Carlos,Brazil,-29.95055556,-51.08388889,SOC,6.494413408,1.100813865,7.765363128,1.635466801,3,3,24,129,Yes,0-20,Top,7,18.4,1412,1.789999962,,6.2,sandyloam
456,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,MAOC,18.91737892,4.514849698,20.05698006,4.76636452,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,6,clayloam
457,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,MAOC,18.68945869,4.460453919,20.28490028,4.820527753,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,6,clayloam
458,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,MAOC,19.14529915,4.569245478,18.57549858,4.414303505,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,,clayloam
459,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,POC,12.69,2.329270583,14.51,3.80288111,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,6,clayloam
460,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,POC,12.45714286,2.286529268,11.54285714,3.025231797,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,6,clayloam
461,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,POC,12.11428571,2.22359727,12,3.145042958,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,,clayloam
462,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,SOC,31.6,5.356252514,34.56,7.278697944,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,6,clayloam
463,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,SOC,31.13,5.276586732,31.82,6.701625248,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,6,clayloam
464,"Carbon and nitrogen content in granulometric fractions of organic
matter in soil aggregates under no-tillage and conventional tillage
planting systems for onions",,2018,Luiz Henrique dos Santos,Brazil,-27.41444444,-49.6025,SOC,31.25,5.296926932,30.57,6.438362157,5,5,17,160,Yes,0-20,Top,475,17.4,1400,,Humic Dystrudepts,,clayloam
465,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,MAOC,14.04522606,3.352054475,15.97989942,3.797482244,4,4,29,,No,0-20,Top,865,18.5,1545,1.99000001,Rhodic Hapludox,5.5,clay
466,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,MAOC,11.40394105,2.721681477,11.15763563,2.651513758,4,4,29,,No,20-40,Sub,865,18.5,1545,2.029999971,Rhodic Hapludox,5.400000095,clay
467,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,MAOC,9.646962369,2.302358341,9.228243151,2.193010643,4,4,29,,No,60-80,Sub,865,18.5,1545,2.029999971,Rhodic Hapludox,5.47,clay
468,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,MAOC,6.649746096,1.587038262,7.766497349,1.845639638,4,4,29,,No,0-20,Top,380,25.2,1950,1.970000029,Typic Haplustox,4.900000095,clay
469,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,MAOC,4.775,1.139608579,5.2,1.235734165,4,4,29,,No,20-40,Sub,380,25.2,1950,2,Typic Haplustox,4.900000095,clay
470,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,MAOC,3.481848218,0.830983058,3.481848218,0.827430539,4,4,29,,No,60-80,Sub,380,25.2,1950,2.019999981,Typic Haplustox,5,clay
471,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,POC,1.381909541,0.253651792,2.211055266,0.579488649,4,4,29,,No,0-20,Top,865,18.5,1545,1.99000001,Rhodic Hapludox,5.5,clay
472,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,POC,0.418719218,0.076856608,0.172413796,0.045187399,4,4,29,,No,20-40,Sub,865,18.5,1545,2.029999971,Rhodic Hapludox,5.400000095,clay
473,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,POC,0.180623976,0.033153831,0.139573073,0.036580276,4,4,29,,No,60-80,Sub,865,18.5,1545,2.029999971,Rhodic Hapludox,5.47,clay
474,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,POC,1.75126901,0.321448336,2.487309609,0.651891297,4,4,29,,No,0-20,Top,380,25.2,1950,1.970000029,Typic Haplustox,4.900000095,clay
475,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,POC,0.625,0.114719788,0.65,0.170356494,4,4,29,,No,20-40,Sub,380,25.2,1950,2,Typic Haplustox,4.900000095,clay
476,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,POC,0.503300335,0.092381613,0.486798684,0.127583565,4,4,29,,No,60-80,Sub,380,25.2,1950,2.019999981,Typic Haplustox,5,clay
477,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,SOC,16.93467329,2.870455264,21.20603005,4.466212017,4,4,29,,No,0-20,Top,865,18.5,1545,1.99000001,Rhodic Hapludox,5.5,clay
478,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,SOC,13.02955683,2.208531536,13.10344846,2.759723477,4,4,29,,No,20-40,Sub,865,18.5,1545,2.029999971,Rhodic Hapludox,5.400000095,clay
479,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-25.15,-50.15,SOC,10.60755352,1.797997949,10.58292297,2.228874412,4,4,29,,No,60-80,Sub,865,18.5,1545,2.029999971,Rhodic Hapludox,5.47,clay
480,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,SOC,8.578680078,1.45410053,11.21827395,2.362685982,4,4,29,,No,0-20,Top,380,25.2,1950,1.970000029,Typic Haplustox,4.900000095,clay
481,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,SOC,5.45,0.923784057,6.275,1.321580717,4,4,29,,No,20-40,Sub,380,25.2,1950,2,Typic Haplustox,4.900000095,clay
482,"Soil organic carbon fraction losses upon continuous plow-based tillage
and its restoration by diverse biomass-C inputs under no-till in
sub-tropical and tropical regions of Brazil",Geoderma,2013,Florent Tivet,Brazil,-13,-55.96666667,SOC,4.001650203,0.678286359,4.117161755,0.867117384,4,4,29,,No,60-80,Sub,380,25.2,1950,2.019999981,Typic Haplustox,5,clay
483,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,MAOC,4.406779709,1.051728578,7.118644145,1.691683034,4,4,16,,No,0-20,Top,330,14.2,430,1.769999981,Typic Xerofl uvent,8.5,siltyloam
484,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,MAOC,4.632768412,1.105663377,6.327683684,1.503718253,4,4,16,,No,0-20,Top,330,14.2,430,1.769999981,Typic Xerofl uvent,8.5,siltyloam
485,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,MAOC,4.576271236,1.092179678,4.406779709,1.047232355,4,4,16,,No,0-20,Top,330,14.2,430,1.769999981,Typic Xerofl uvent,8.5,siltyloam
486,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,MAOC,4.469273838,1.06664352,2.849162072,0.677078253,4,4,16,,No,20-40,Sub,330,14.2,430,1.789999962,Typic Xerofl uvent,8.5,siltyloam
487,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,MAOC,3.966480531,0.946646124,2.234636919,0.531041767,4,4,16,,No,20-40,Sub,330,14.2,430,1.789999962,Typic Xerofl uvent,8.5,siltyloam
488,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.83333333,1.283333333,MAOC,7.368420888,1.758558253,10.05847931,2.390308948,3,3,19,,No,0-20,Top,475,13.9,475,1.710000038,Fluventic Xerocrept,8.3,loam
489,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.83333333,1.283333333,MAOC,8.421052444,2.009780861,9.005847752,2.140160337,3,3,19,,No,0-20,Top,475,13.9,475,1.710000038,Fluventic Xerocrept,8.3,loam
490,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.83333333,1.283333333,MAOC,7.192982296,1.716687819,6.842105111,1.62596597,3,3,19,,No,0-20,Top,475,13.9,475,1.710000038,Fluventic Xerocrept,8.3,loam
491,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.83333333,1.283333333,MAOC,5.862068933,1.399050062,5.057471237,1.201863461,3,3,19,,No,20-40,Sub,475,13.9,475,1.74000001,Fluventic Xerocrept,8.3,loam
492,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.83333333,1.283333333,MAOC,5.574712613,1.330469177,4.310344804,1.02431545,3,3,19,,No,20-40,Sub,475,13.9,475,1.74000001,Fluventic Xerocrept,8.3,loam
493,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.73333333,-0.766666667,MAOC,5.380116839,1.284026661,7.368420888,1.751040276,3,3,17,,Yes,0-20,Top,270,14.5,390,1.710000038,Xerollic Calciorthid,8.23,loam
494,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.73333333,-0.766666667,MAOC,6.198830271,1.479422023,7.134502765,1.695451696,3,3,17,,Yes,0-20,Top,270,14.5,390,1.710000038,Xerollic Calciorthid,8.23,loam
495,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.73333333,-0.766666667,MAOC,5.847953086,1.395681153,6.549707456,1.556480245,3,3,17,,Yes,0-20,Top,270,14.5,390,1.710000038,Xerollic Calciorthid,8.23,loam
496,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.73333333,-0.766666667,MAOC,6.206896518,1.481347125,4.770114916,1.133575764,3,3,17,,Yes,20-40,Sub,270,14.5,390,1.74000001,Xerollic Calciorthid,8.23,loam
497,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.73333333,-0.766666667,MAOC,6.37931031,1.522495656,5.862068933,1.393069011,3,3,17,,Yes,20-40,Sub,270,14.5,390,1.74000001,Xerollic Calciorthid,8.23,loam
498,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,POC,1.920903976,0.352585116,7.231638496,1.89531781,4,4,16,,No,0-20,Top,330,14.2,430,1.769999981,Typic Xerofl uvent,8.5,siltyloam
499,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,POC,2.146892679,0.394065718,4.51977406,1.184573632,4,4,16,,No,0-20,Top,330,14.2,430,1.769999981,Typic Xerofl uvent,8.5,siltyloam
500,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,POC,2.316384206,0.425176169,1.694915273,0.444215112,4,4,16,,No,0-20,Top,330,14.2,430,1.769999981,Typic Xerofl uvent,8.5,siltyloam
501,Tillage Effects on Soil Organic Carbon Fractions in Mediterranean Dryland Agroecosystems,Soil Science Society of America Journal,2008,J. Álvaro-Fuentes,Spain,41.8,1.116666667,POC,2.793296149,0.512714149,1.564245843,0.409968365,4,4,16,,No,20-40,Sub,330,14.2,430,1.789999962,Typic Xerofl uvent,8.5,siltyloam
